purchase_year,purchase_month,purchase_day,price
2016,4,17,0.0
2016,4,18,0.0
2016,4,19,0.0
2016,4,20,0.0
2016,4,21,0.0
2016,4,22,0.0
2016,4,23,0.0
2016,4,24,0.0
2016,4,25,0.0
2016,4,26,0.0
2016,4,27,0.0
2016,4,28,0.0
2016,4,29,0.0
2016,4,30,0.0
2016,4,31,0.0
2016,5,1,0.0
2016,5,2,0.0
2016,5,3,0.0
2016,5,4,0.0
2016,5,5,0.0
2016,5,6,0.0
2016,5,7,0.0
2016,5,8,0.0
2016,5,9,0.0
2016,5,10,0.0
2016,5,11,0.0
2016,5,12,0.0
2016,5,13,0.0
2016,5,14,0.0
2016,5,15,0.0
2016,5,16,0.0
2016,5,17,0.0
2016,5,18,0.0
2016,5,19,0.0
2016,5,20,0.0
2016,5,21,0.0
2016,5,22,0.0
2016,5,23,0.0
2016,5,24,0.0
2016,5,25,0.0
2016,5,26,0.0
2016,5,27,0.0
2016,5,28,0.0
2016,5,29,0.0
2016,5,30,0.0
2016,5,31,0.0
2016,6,1,0.0
2016,6,2,0.0
2016,6,3,0.0
2016,6,4,0.0
2016,6,5,0.0
2016,6,6,0.0
2016,6,7,0.0
2016,6,8,0.0
2016,6,9,0.0
2016,6,10,0.0
2016,6,11,0.0
2016,6,12,0.0
2016,6,13,0.0
2016,6,14,0.0
2016,6,15,0.0
2016,6,16,0.0
2016,6,17,0.0
2016,6,18,0.0
2016,6,19,0.0
2016,6,20,0.0
2016,6,21,0.0
2016,6,22,0.0
2016,6,23,0.0
2016,6,24,0.0
2016,6,25,0.0
2016,6,26,0.0
2016,6,27,0.0
2016,6,28,0.0
2016,6,29,0.0
2016,6,30,0.0
2016,6,31,0.0
2016,7,1,0.0
2016,7,2,0.0
2016,7,3,0.0
2016,7,4,0.0
2016,7,5,0.0
2016,7,6,0.0
2016,7,7,0.0
2016,7,8,0.0
2016,7,9,0.0
2016,7,10,0.0
2016,7,11,0.0
2016,7,12,0.0
2016,7,13,0.0
2016,7,14,0.0
2016,7,15,0.0
2016,7,16,0.0
2016,7,17,0.0
2016,7,18,0.0
2016,7,19,0.0
2016,7,20,0.0
2016,7,21,0.0
2016,7,22,0.0
2016,7,23,0.0
2016,7,24,0.0
2016,7,25,0.0
2016,7,26,0.0
2016,7,27,0.0
2016,7,28,0.0
2016,7,29,0.0
2016,7,30,0.0
2016,7,31,0.0
2016,8,1,0.0
2016,8,2,0.0
2016,8,3,0.0
2016,8,4,0.0
2016,8,5,0.0
2016,8,6,0.0
2016,8,7,0.0
2016,8,8,0.0
2016,8,9,0.0
2016,8,10,0.0
2016,8,11,0.0
2016,8,12,0.0
2016,8,13,0.0
2016,8,14,0.0
2016,8,15,0.0
2016,8,16,0.0
2016,8,17,0.0
2016,8,18,0.0
2016,8,19,0.0
2016,8,20,0.0
2016,8,21,0.0
2016,8,22,0.0
2016,8,23,0.0
2016,8,24,0.0
2016,8,25,0.0
2016,8,26,0.0
2016,8,27,0.0
2016,8,28,0.0
2016,8,29,0.0
2016,8,30,0.0
2016,8,31,0.0
2016,9,1,0.0
2016,9,2,0.0
2016,9,3,0.0
2016,9,4,0.0
2016,9,5,0.0
2016,9,6,0.0
2016,9,7,0.0
2016,9,8,0.0
2016,9,9,0.0
2016,9,10,0.0
2016,9,11,0.0
2016,9,12,0.0
2016,9,13,0.0
2016,9,14,0.0
2016,9,15,134.97
2016,9,16,0.0
2016,9,17,0.0
2016,9,18,0.0
2016,9,19,0.0
2016,9,20,0.0
2016,9,21,0.0
2016,9,22,0.0
2016,9,23,0.0
2016,9,24,0.0
2016,9,25,0.0
2016,9,26,0.0
2016,9,27,0.0
2016,9,28,0.0
2016,9,29,0.0
2016,9,30,0.0
2016,9,31,0.0
2016,10,1,0.0
2016,10,2,0.0
2016,10,3,463.48
2016,10,4,8595.89
2016,10,5,6169.77
2016,10,6,5889.96
2016,10,7,6325.25
2016,10,8,7692.88
2016,10,9,2644.5
2016,10,10,3159.57
2016,10,11,0.0
2016,10,12,0.0
2016,10,13,0.0
2016,10,14,0.0
2016,10,15,0.0
2016,10,16,0.0
2016,10,17,0.0
2016,10,18,0.0
2016,10,19,0.0
2016,10,20,0.0
2016,10,21,0.0
2016,10,22,0.0
2016,10,23,0.0
2016,10,24,0.0
2016,10,25,0.0
2016,10,26,0.0
2016,10,27,0.0
2016,10,28,0.0
2016,10,29,0.0
2016,10,30,0.0
2016,10,31,0.0
2016,11,1,0.0
2016,11,2,0.0
2016,11,3,0.0
2016,11,4,0.0
2016,11,5,0.0
2016,11,6,0.0
2016,11,7,0.0
2016,11,8,0.0
2016,11,9,0.0
2016,11,10,0.0
2016,11,11,0.0
2016,11,12,0.0
2016,11,13,0.0
2016,11,14,0.0
2016,11,15,0.0
2016,11,16,0.0
2016,11,17,0.0
2016,11,18,0.0
2016,11,19,0.0
2016,11,20,0.0
2016,11,21,0.0
2016,11,22,0.0
2016,11,23,0.0
2016,11,24,0.0
2016,11,25,0.0
2016,11,26,0.0
2016,11,27,0.0
2016,11,28,0.0
2016,11,29,0.0
2016,11,30,0.0
2016,11,31,0.0
2016,12,1,0.0
2016,12,2,0.0
2016,12,3,0.0
2016,12,4,0.0
2016,12,5,0.0
2016,12,6,0.0
2016,12,7,0.0
2016,12,8,0.0
2016,12,9,0.0
2016,12,10,0.0
2016,12,11,0.0
2016,12,12,0.0
2016,12,13,0.0
2016,12,14,0.0
2016,12,15,0.0
2016,12,16,0.0
2016,12,17,0.0
2016,12,18,0.0
2016,12,19,0.0
2016,12,20,0.0
2016,12,21,0.0
2016,12,22,0.0
2016,12,23,10.9
2016,12,24,0.0
2016,12,25,0.0
2016,12,26,0.0
2016,12,27,0.0
2016,12,28,0.0
2016,12,29,0.0
2016,12,30,0.0
2016,12,31,0.0
2017,1,1,0.0
2017,1,2,0.0
2017,1,3,0.0
2017,1,4,0.0
2017,1,5,396.9
2017,1,6,916.38
2017,1,7,1351.9
2017,1,8,449.78
2017,1,9,673.79
2017,1,10,1434.87
2017,1,11,1855.27
2017,1,12,1478.59
2017,1,13,2450.68
2017,1,14,876.89
2017,1,15,2199.57
2017,1,16,3275.02
2017,1,17,3302.5299999999997
2017,1,18,3216.4900000000002
2017,1,19,3468.06
2017,1,20,4035.83
2017,1,21,2313.71
2017,1,22,3619.27
2017,1,23,6299.22
2017,1,24,5155.3
2017,1,25,7114.95
2017,1,26,12907.97
2017,1,27,11178.95
2017,1,28,5056.01
2017,1,29,5966.76
2017,1,30,10241.15
2017,1,31,10476.63
2017,2,1,7538.77
2017,2,2,8813.65
2017,2,3,9641.82
2017,2,4,13599.27
2017,2,5,8406.89
2017,2,6,9399.76
2017,2,7,13704.69
2017,2,8,11550.69
2017,2,9,8971.6
2017,2,10,13142.34
2017,2,11,4307.56
2017,2,12,14922.35
2017,2,13,10136.15
2017,2,14,10885.41
2017,2,15,6526.87
2017,2,16,5823.14
2017,2,17,6452.28
2017,2,18,6211.57
2017,2,19,3415.03
2017,2,20,7156.41
2017,2,21,8023.17
2017,2,22,5935.72
2017,2,23,6271.34
2017,2,24,6630.12
2017,2,25,3573.69
2017,2,26,5132.49
2017,2,27,5764.32
2017,2,28,10701.76
2017,2,29,0.0
2017,2,30,0.0
2017,2,31,0.0
2017,3,1,12203.41
2017,3,2,11164.5
2017,3,3,12364.44
2017,3,4,8594.74
2017,3,5,6662.93
2017,3,6,8618.04
2017,3,7,11388.62
2017,3,8,13178.97
2017,3,9,10976.84
2017,3,10,11916.08
2017,3,11,10513.41
2017,3,12,6496.17
2017,3,13,16351.460000000001
2017,3,14,13935.57
2017,3,15,14362.04
2017,3,16,14134.44
2017,3,17,11910.5
2017,3,18,16145.92
2017,3,19,6649.34
2017,3,20,16861.09
2017,3,21,11311.15
2017,3,22,14150.98
2017,3,23,16073.78
2017,3,24,10094.57
2017,3,25,9301.89
2017,3,26,6101.05
2017,3,27,16186.17
2017,3,28,11420.22
2017,3,29,8164.14
2017,3,30,9795.61
2017,3,31,12170.78
2017,4,1,17518.47
2017,4,2,8999.89
2017,4,3,8843.07
2017,4,4,12301.65
2017,4,5,18328.24
2017,4,6,19130.49
2017,4,7,12932.49
2017,4,8,8457.09
2017,4,9,7715.85
2017,4,10,11378.51
2017,4,11,6972.61
2017,4,12,7790.21
2017,4,13,9691.43
2017,4,14,6704.19
2017,4,15,8210.19
2017,4,16,5025.96
2017,4,17,7432.09
2017,4,18,21286.72
2017,4,19,11755.68
2017,4,20,12300.64
2017,4,21,8426.27
2017,4,22,12761.18
2017,4,23,9904.050000000001
2017,4,24,13026.85
2017,4,25,13747.460000000001
2017,4,26,15365.59
2017,4,27,9521.93
2017,4,28,15585.789999999999
2017,4,29,11573.73
2017,4,30,7981.360000000001
2017,4,31,0.0
2017,5,1,11786.89
2017,5,2,17304.91
2017,5,3,10037.06
2017,5,4,13493.56
2017,5,5,13622.07
2017,5,6,14328.28
2017,5,7,16303.380000000001
2017,5,8,15873.06
2017,5,9,20525.66
2017,5,10,20445.83
2017,5,11,18058.66
2017,5,12,11656.75
2017,5,13,8353.97
2017,5,14,14252.0
2017,5,15,17679.45
2017,5,16,21050.99
2017,5,17,18130.96
2017,5,18,18205.14
2017,5,19,17490.170000000002
2017,5,20,10538.41
2017,5,21,17175.21
2017,5,22,23970.52
2017,5,23,17246.9
2017,5,24,23310.97
2017,5,25,14905.9
2017,5,26,10411.18
2017,5,27,13340.72
2017,5,28,9262.62
2017,5,29,17669.67
2017,5,30,13497.69
2017,5,31,19230.67
2017,6,1,19287.35
2017,6,2,18597.55
2017,6,3,10432.85
2017,6,4,13693.74
2017,6,5,23204.89
2017,6,6,13559.85
2017,6,7,12498.67
2017,6,8,18379.38
2017,6,9,15921.35
2017,6,10,7941.56
2017,6,11,14114.66
2017,6,12,14279.98
2017,6,13,13803.4
2017,6,14,20309.95
2017,6,15,12079.87
2017,6,16,12722.34
2017,6,17,11024.62
2017,6,18,15706.28
2017,6,19,22231.41
2017,6,20,10658.53
2017,6,21,6135.75
2017,6,22,8458.62
2017,6,23,12690.09
2017,6,24,8146.75
2017,6,25,17000.09
2017,6,26,12977.97
2017,6,27,16681.61
2017,6,28,14477.84
2017,6,29,12169.53
2017,6,30,12736.89
2017,6,31,0.0
2017,7,1,11434.35
2017,7,2,11220.56
2017,7,3,15201.36
2017,7,4,15219.25
2017,7,5,20533.02
2017,7,6,20870.58
2017,7,7,13158.89
2017,7,8,10206.86
2017,7,9,8070.58
2017,7,10,17326.93
2017,7,11,19135.99
2017,7,12,18564.4
2017,7,13,14325.51
2017,7,14,18595.16
2017,7,15,10880.66
2017,7,16,12627.74
2017,7,17,21349.98
2017,7,18,27935.2
2017,7,19,16171.41
2017,7,20,17839.28
2017,7,21,12629.05
2017,7,22,11426.81
2017,7,23,11850.11
2017,7,24,18183.72
2017,7,25,16789.24
2017,7,26,10807.07
2017,7,27,15518.03
2017,7,28,19479.260000000002
2017,7,29,15127.6
2017,7,30,12149.73
2017,7,31,16976.19
2017,8,1,21321.15
2017,8,2,17797.09
2017,8,3,18285.62
2017,8,4,17912.82
2017,8,5,11793.34
2017,8,6,12902.48
2017,8,7,23257.84
2017,8,8,18661.63
2017,8,9,20128.37
2017,8,10,19865.55
2017,8,11,18916.38
2017,8,12,12384.17
2017,8,13,12244.3
2017,8,14,17905.47
2017,8,15,22813.74
2017,8,16,20461.27
2017,8,17,17819.11
2017,8,18,16734.31
2017,8,19,12842.58
2017,8,20,12873.78
2017,8,21,21480.85
2017,8,22,16570.13
2017,8,23,15873.61
2017,8,24,13121.01
2017,8,25,14462.15
2017,8,26,9797.9
2017,8,27,12893.21
2017,8,28,21318.73
2017,8,29,33236.48
2017,8,30,29116.37
2017,8,31,19908.26
2017,9,1,27983.45
2017,9,2,17911.76
2017,9,3,27615.52
2017,9,4,24757.98
2017,9,5,20674.760000000002
2017,9,6,25101.81
2017,9,7,16893.5
2017,9,8,11484.6
2017,9,9,14554.65
2017,9,10,17144.5
2017,9,11,23246.89
2017,9,12,26431.54
2017,9,13,27263.48
2017,9,14,22188.87
2017,9,15,17959.58
2017,9,16,18965.74
2017,9,17,19979.420000000002
2017,9,18,27232.01
2017,9,19,19616.670000000002
2017,9,20,21812.75
2017,9,21,18251.99
2017,9,22,15388.12
2017,9,23,9720.71
2017,9,24,12920.75
2017,9,25,17502.57
2017,9,26,21101.61
2017,9,27,20646.920000000002
2017,9,28,22993.12
2017,9,29,28220.8
2017,9,30,11654.6
2017,9,31,0.0
2017,10,1,18058.48
2017,10,2,21550.66
2017,10,3,25462.079999999998
2017,10,4,20972.7
2017,10,5,24851.52
2017,10,6,16993.27
2017,10,7,14941.03
2017,10,8,16539.010000000002
2017,10,9,28850.29
2017,10,10,27879.52
2017,10,11,18735.58
2017,10,12,18352.08
2017,10,13,22241.19
2017,10,14,13160.97
2017,10,15,18598.06
2017,10,16,30039.98
2017,10,17,29361.78
2017,10,18,27257.79
2017,10,19,23128.37
2017,10,20,18523.4
2017,10,21,14332.86
2017,10,22,19195.28
2017,10,23,21682.21
2017,10,24,22034.47
2017,10,25,17397.16
2017,10,26,21253.81
2017,10,27,20318.58
2017,10,28,16333.61
2017,10,29,17048.75
2017,10,30,19400.06
2017,10,31,23753.1
2017,11,1,19363.71
2017,11,2,21074.93
2017,11,3,22844.05
2017,11,4,19033.27
2017,11,5,16323.76
2017,11,6,27673.15
2017,11,7,19711.71
2017,11,8,18594.64
2017,11,9,24307.55
2017,11,10,18789.56
2017,11,11,22768.63
2017,11,12,22553.77
2017,11,13,23792.68
2017,11,14,26542.95
2017,11,15,22591.4
2017,11,16,27674.54
2017,11,17,28711.29
2017,11,18,22713.91
2017,11,19,19932.66
2017,11,20,43405.98
2017,11,21,33600.85
2017,11,22,23951.510000000002
2017,11,23,43102.33
2017,11,24,149916.58
2017,11,25,59928.51
2017,11,26,44000.48
2017,11,27,47237.270000000004
2017,11,28,47577.46
2017,11,29,39093.09
2017,11,30,30835.850000000002
2017,11,31,0.0
2017,12,1,38966.51
2017,12,2,30769.14
2017,12,3,28825.3
2017,12,4,45101.28
2017,12,5,33224.77
2017,12,6,38694.05
2017,12,7,27649.88
2017,12,8,28848.49
2017,12,9,19728.04
2017,12,10,23843.78
2017,12,11,33134.94
2017,12,12,32802.19
2017,12,13,28972.579999999998
2017,12,14,24980.45
2017,12,15,26582.62
2017,12,16,20125.39
2017,12,17,19025.62
2017,12,18,28791.47
2017,12,19,20356.99
2017,12,20,26642.54
2017,12,21,18208.63
2017,12,22,14196.95
2017,12,23,11623.65
2017,12,24,5600.02
2017,12,25,9858.64
2017,12,26,20071.73
2017,12,27,17341.4
2017,12,28,14647.79
2017,12,29,15912.82
2017,12,30,13042.65
2017,12,31,8462.88
2018,1,1,6818.31
2018,1,2,24912.05
2018,1,3,31061.83
2018,1,4,34137.05
2018,1,5,25901.49
2018,1,6,27513.73
2018,1,7,28320.06
2018,1,8,37611.71
2018,1,9,29865.170000000002
2018,1,10,37384.96
2018,1,11,39648.12
2018,1,12,30174.74
2018,1,13,27402.24
2018,1,14,30606.37
2018,1,15,37765.71
2018,1,16,42306.97
2018,1,17,35283.53
2018,1,18,27684.88
2018,1,19,27146.19
2018,1,20,22152.69
2018,1,21,21728.24
2018,1,22,36787.96
2018,1,23,34046.69
2018,1,24,30949.0
2018,1,25,28822.420000000002
2018,1,26,33598.11
2018,1,27,21544.61
2018,1,28,22614.96
2018,1,29,29987.56
2018,1,30,28640.96
2018,1,31,32226.69
2018,2,1,29865.85
2018,2,2,26885.53
2018,2,3,22822.170000000002
2018,2,4,23507.49
2018,2,5,35467.24
2018,2,6,33539.340000000004
2018,2,7,30891.45
2018,2,8,27074.86
2018,2,9,30571.07
2018,2,10,20579.17
2018,2,11,22014.31
2018,2,12,23255.73
2018,2,13,23059.65
2018,2,14,36580.37
2018,2,15,31290.7
2018,2,16,26668.1
2018,2,17,24662.48
2018,2,18,24141.73
2018,2,19,27581.74
2018,2,20,36289.7
2018,2,21,31508.57
2018,2,22,29828.19
2018,2,23,28327.89
2018,2,24,23995.28
2018,2,25,28397.22
2018,2,26,43372.46
2018,2,27,39901.51
2018,2,28,44387.32
2018,2,29,0.0
2018,2,30,0.0
2018,2,31,0.0
2018,3,1,38918.9
2018,3,2,31378.56
2018,3,3,25925.77
2018,3,4,30922.02
2018,3,5,36822.59
2018,3,6,38217.79
2018,3,7,35398.91
2018,3,8,27521.6
2018,3,9,27192.760000000002
2018,3,10,25262.49
2018,3,11,31078.58
2018,3,12,30082.26
2018,3,13,34400.25
2018,3,14,22466.81
2018,3,15,41686.36
2018,3,16,31928.74
2018,3,17,19725.21
2018,3,18,30582.35
2018,3,19,43419.19
2018,3,20,35076.97
2018,3,21,39133.58
2018,3,22,30400.87
2018,3,23,26706.66
2018,3,24,23584.87
2018,3,25,25336.31
2018,3,26,35008.82
2018,3,27,33609.86
2018,3,28,26972.14
2018,3,29,28336.37
2018,3,30,21871.83
2018,3,31,24386.83
2018,4,1,28553.63
2018,4,2,39041.32
2018,4,3,36107.92
2018,4,4,36706.21
2018,4,5,35763.14
2018,4,6,26528.26
2018,4,7,24874.1
2018,4,8,23212.85
2018,4,9,48922.94
2018,4,10,27416.11
2018,4,11,38318.13
2018,4,12,33952.78
2018,4,13,29605.91
2018,4,14,18776.7
2018,4,15,30171.31
2018,4,16,39973.23
2018,4,17,33777.37
2018,4,18,38231.89
2018,4,19,42749.34
2018,4,20,27176.04
2018,4,21,18839.36
2018,4,22,27171.0
2018,4,23,37135.47
2018,4,24,42219.08
2018,4,25,40621.4
2018,4,26,31263.86
2018,4,27,39552.35
2018,4,28,22511.91
2018,4,29,19156.84
2018,4,30,35203.64
2018,4,31,0.0
2018,5,1,32695.0
2018,5,2,36451.83
2018,5,3,40915.77
2018,5,4,38990.96
2018,5,5,27825.16
2018,5,6,27800.55
2018,5,7,52726.03
2018,5,8,47145.8
2018,5,9,42308.13
2018,5,10,49689.88
2018,5,11,37785.29
2018,5,12,28736.13
2018,5,13,31203.52
2018,5,14,52633.1
2018,5,15,40879.52
2018,5,16,55562.13
2018,5,17,30876.73
2018,5,18,30941.63
2018,5,19,25052.39
2018,5,20,19163.58
2018,5,21,24546.19
2018,5,22,27229.09
2018,5,23,17501.05
2018,5,24,20023.26
2018,5,25,15888.92
2018,5,26,14799.17
2018,5,27,12523.25
2018,5,28,26702.47
2018,5,29,25572.08
2018,5,30,18994.8
2018,5,31,24381.28
2018,6,1,32298.92
2018,6,2,25216.62
2018,6,3,28096.96
2018,6,4,28209.010000000002
2018,6,5,30524.36
2018,6,6,26134.4
2018,6,7,37020.4
2018,6,8,26050.03
2018,6,9,29172.11
2018,6,10,25360.34
2018,6,11,49669.7
2018,6,12,40267.2
2018,6,13,33791.840000000004
2018,6,14,27369.6
2018,6,15,26313.76
2018,6,16,24287.170000000002
2018,6,17,17238.33
2018,6,18,33724.5
2018,6,19,34103.02
2018,6,20,28393.99
2018,6,21,27595.68
2018,6,22,24567.23
2018,6,23,17397.05
2018,6,24,24303.6
2018,6,25,35346.52
2018,6,26,30420.59
2018,6,27,26450.58
2018,6,28,30681.0
2018,6,29,20277.58
2018,6,30,15309.880000000001
2018,6,31,0.0
2018,7,1,23418.48
2018,7,2,22872.2
2018,7,3,26102.52
2018,7,4,35149.77
2018,7,5,28490.43
2018,7,6,18739.64
2018,7,7,8816.76
2018,7,8,14064.7
2018,7,9,19360.95
2018,7,10,18127.59
2018,7,11,17719.1
2018,7,12,19551.98
2018,7,13,27644.23
2018,7,14,21542.920000000002
2018,7,15,29518.6
2018,7,16,29990.09
2018,7,17,29532.13
2018,7,18,40860.9
2018,7,19,38426.79
2018,7,20,31898.19
2018,7,21,20845.68
2018,7,22,25903.420000000002
2018,7,23,39296.34
2018,7,24,39903.0
2018,7,25,40183.26
2018,7,26,34744.03
2018,7,27,28104.86
2018,7,28,24813.32
2018,7,29,29453.61
2018,7,30,37606.96
2018,7,31,44804.02
2018,8,1,40244.22
2018,8,2,37834.35
2018,8,3,41477.14
2018,8,4,34646.27
2018,8,5,34701.48
2018,8,6,53475.41
2018,8,7,46744.2
2018,8,8,42449.38
2018,8,9,39659.48
2018,8,10,32841.77
2018,8,11,25916.03
2018,8,12,29150.53
2018,8,13,38245.22
2018,8,14,43900.96
2018,8,15,45376.15
2018,8,16,35166.77
2018,8,17,31124.03
2018,8,18,24157.5
2018,8,19,25487.39
2018,8,20,33749.5
2018,8,21,26274.06
2018,8,22,20247.24
2018,8,23,17030.87
2018,8,24,9440.71
2018,8,25,10599.41
2018,8,26,8070.71
2018,8,27,5345.91
2018,8,28,3673.91
2018,8,29,1546.04
2018,8,30,0.0
2018,8,31,0.0
2018,9,1,0.0
2018,9,2,0.0
2018,9,3,0.0
2018,9,4,0.0
2018,9,5,0.0
2018,9,6,0.0
2018,9,7,0.0
2018,9,8,0.0
2018,9,9,0.0
2018,9,10,0.0
2018,9,11,0.0
2018,9,12,0.0
2018,9,13,0.0
2018,9,14,0.0
2018,9,15,0.0
2018,9,16,0.0
2018,9,17,0.0
2018,9,18,0.0
2018,9,19,0.0
2018,9,20,0.0
2018,9,21,0.0
2018,9,22,0.0
2018,9,23,0.0
2018,9,24,0.0
2018,9,25,0.0
2018,9,26,0.0
2018,9,27,0.0
2018,9,28,0.0
2018,9,29,0.0
2018,9,30,0.0
2018,9,31,0.0
2018,10,1,0.0
2018,10,2,0.0
2018,10,3,0.0
2018,10,4,0.0
2018,10,5,0.0
2018,10,6,0.0
2018,10,7,0.0
2018,10,8,0.0
2018,10,9,0.0
2018,10,10,0.0
2018,10,11,0.0
2018,10,12,0.0
2018,10,13,0.0
2018,10,14,0.0
2018,10,15,0.0
2018,10,16,0.0
2018,10,17,0.0
2018,10,18,0.0
2018,10,19,0.0
2018,10,20,0.0
2018,10,21,0.0
2018,10,22,0.0
2018,10,23,0.0
2018,10,24,0.0
2018,10,25,0.0
2018,10,26,0.0
2018,10,27,0.0
2018,10,28,0.0
2018,10,29,0.0
2018,10,30,0.0
2018,10,31,0.0
2018,11,1,0.0
2018,11,2,0.0
2018,11,3,0.0
2018,11,4,0.0
2018,11,5,0.0
2018,11,6,0.0
2018,11,7,0.0
2018,11,8,0.0
2018,11,9,0.0
2018,11,10,0.0
2018,11,11,0.0
2018,11,12,0.0
2018,11,13,0.0
2018,11,14,0.0
2018,11,15,0.0
2018,11,16,0.0
2018,11,17,0.0
2018,11,18,0.0
2018,11,19,0.0
2018,11,20,0.0
2018,11,21,0.0
2018,11,22,0.0
2018,11,23,0.0
2018,11,24,0.0
2018,11,25,0.0
2018,11,26,0.0
2018,11,27,0.0
2018,11,28,0.0
2018,11,29,0.0
2018,11,30,0.0
2018,11,31,0.0
2018,12,1,0.0
2018,12,2,0.0
2018,12,3,0.0
2018,12,4,0.0
2018,12,5,0.0
2018,12,6,0.0
2018,12,7,0.0
2018,12,8,0.0
2018,12,9,0.0
2018,12,10,0.0
2018,12,11,0.0
2018,12,12,0.0
2018,12,13,0.0
2018,12,14,0.0
2018,12,15,0.0
2018,12,16,0.0
2018,12,17,0.0
2018,12,18,0.0
2018,12,19,0.0
2018,12,20,0.0
2018,12,21,0.0
2018,12,22,0.0
2018,12,23,0.0
2018,12,24,0.0
2018,12,25,0.0
2018,12,26,0.0
2018,12,27,0.0
2018,12,28,0.0
2018,12,29,0.0
2018,12,30,0.0
2018,12,31,0.0
